1.329270270452090017e+02,4.547655961535639904e+02
3.000000000000000000e+02,4.547655961535639904e+02
3.030654507228509829e+02,4.547655961535639904e+02
3.037634346892730264e+02,4.547637741325380034e+02
3.042916321468350134e+02,4.547623951339319888e+02
3.042930071312520113e+02,4.552899029875829910e+02
3.042943822515180159e+02,4.558174629593639793e+02
3.043121573780589983e+02,4.558501176850559773e+02
3.043324711939860094e+02,4.558812566499220225e+02
3.043551952212969809e+02,4.559106829105650149e+02
3.043801857387239806e+02,4.559382103565289981e+02
3.044072846899089768e+02,4.559636648862519905e+02
3.044363206835560050e+02,4.559868855088250257e+02
3.044671100771989813e+02,4.560077253619639919e+02
3.044994581387419998e+02,4.560260526409189765e+02
3.045331602780699995e+02,4.560417514320949977e+02
3.045680033409939824e+02,4.560547224461540168e+02
3.046037669573869948e+02,4.560648836459919835e+02
3.046402249349440012e+02,4.560721707655899877e+02
3.046601260773530271e+02,4.560729668260560175e+02
3.046801056747390248e+02,4.560732946838950284e+02
3.047001358216439826e+02,4.560731647584519806e+02
3.047201886126069894e+02,4.560725874690720048e+02
3.047402359688450133e+02,4.560715667311270067e+02
3.047602486660309751e+02,4.560700634731509808e+02
3.047801970149799899e+02,4.560680211799140125e+02
3.048000513251769803e+02,4.560653832862059858e+02
3.048197819061089717e+02,4.560620932268170122e+02
3.048393636453059798e+02,4.560581085245179906e+02
3.048587963807800065e+02,4.560534634819479720e+02
3.048780884088610037e+02,4.560482184304519819e+02
3.048972480326970071e+02,4.560424337223560087e+02
3.049162835554370190e+02,4.560361697099820049e+02
3.049352032802279950e+02,4.560294867456549923e+02
3.049540155102180279e+02,4.560224451816980036e+02
3.049913506983850198e+02,4.560075276641890127e+02
3.050283546195710187e+02,4.559918917852659774e+02
3.050650671341720113e+02,4.559757852754980263e+02
3.051014997840200067e+02,4.559592052571239833e+02
3.051376626478630101e+02,4.559421359046939983e+02
3.051735658044519823e+02,4.559245613927579939e+02
3.052092193113609824e+02,4.559064659201379754e+02
3.052446276549999880e+02,4.558878400708370009e+02
3.052797823131430164e+02,4.558686893382330254e+02
3.053146729100899961e+02,4.558490213399959998e+02
3.053492890701450051e+02,4.558288436937920096e+02
3.053836204176070055e+02,4.558081640172899824e+02
3.054176565767779721e+02,4.557869899281570270e+02
3.054513871719599933e+02,4.557653290440609908e+02
3.054848018274540209e+02,4.557431889826689826e+02
3.055178901675610064e+02,4.557205773616510101e+02
3.055506418165829814e+02,4.556975017986729881e+02
3.055830463988210113e+02,4.556739699114029918e+02
3.056150973098989994e+02,4.556499919524450206e+02
3.056468121250929926e+02,4.556255950681730269e+02
3.056782179638399839e+02,4.556008130732440122e+02
3.057093419689099960e+02,4.555756797986210245e+02
3.057402112830749843e+02,4.555502290752650083e+02
3.057708530491029819e+02,4.555244947341379884e+02
3.061071706686460061e+02,4.552097608026459739e+02
3.061227710260779986e+02,4.551951559902850022e+02
3.061386274190409722e+02,4.551808859187029839e+02
3.061547693343230208e+02,4.551669891389179838e+02
3.061712262587150235e+02,4.551535042019499997e+02
3.061880276790039943e+02,4.551404696588180059e+02
3.062052030819800166e+02,4.551279240605420000e+02
3.062227743665339972e+02,4.551158980810819799e+02
3.062407218251959762e+02,4.551043792024970003e+02
3.062590115635219945e+02,4.550933401792360087e+02
3.062776096750209831e+02,4.550827537532389897e+02
3.062964822531999971e+02,4.550725926664450185e+02
3.063155953915680243e+02,4.550628296607960124e+02
3.063544077229029767e+02,4.550443888606869791e+02
3.063938006033710053e+02,4.550272488023849746e+02
3.064136852682850076e+02,4.550191763609320219e+02
3.064336929361180069e+02,4.550114595498499739e+02
3.064538217921449927e+02,4.550041163621210103e+02
3.064740700216419782e+02,4.549971647907249803e+02
3.064944358098840098e+02,4.549906228286440069e+02
3.065149173421460205e+02,4.549845084688610086e+02
3.065355128037040231e+02,4.549788397043560053e+02
3.065562203798330074e+02,4.549736345281110061e+02
3.065770378199670176e+02,4.549689080867560165e+02
3.065979561356720069e+02,4.549646315238369993e+02
3.066189610387369839e+02,4.549607413715730218e+02
3.066400380979370084e+02,4.549571732281889922e+02
3.066823509598310125e+02,4.549507453609570007e+02
3.067247792715389778e+02,4.549448327079310275e+02
3.073511895928469926e+02,4.549322581583330134e+02
3.079775999141249940e+02,4.549196836087360225e+02
