3.086040102354169790e+02,4.549071090591380084e+02
3.092304205567099871e+02,4.548945345095399944e+02
3.096017343947440281e+02,4.545232238533370150e+02
3.099730482327789787e+02,4.541519131971350021e+02
3.105826462499489935e+02,4.541519131971239744e+02
3.111922442671179851e+02,4.541519131971130037e+02
3.114970454592699980e+02,4.538471188855829723e+02
3.118018466514209877e+02,4.535423245740549874e+02
3.124114524566639943e+02,4.535423245740440166e+02
3.130210582619059778e+02,4.535423245740329889e+02
3.133258594574339782e+02,4.532375150037149751e+02
3.136306606529610121e+02,4.529327054333970182e+02
3.142402524156750019e+02,4.529327054333859905e+02
3.148498441783889916e+02,4.529327054333750198e+02
3.151546473591309905e+02,4.526279111218460116e+02
3.154594505398729893e+02,4.523231168103170035e+02
3.160690474157619860e+02,4.523231168103059758e+02
3.166786442916489932e+02,4.523231168102950051e+02
3.169834423592179746e+02,4.520183224987659969e+02
3.172882404267850234e+02,4.517135281872369887e+02
3.178978415467379932e+02,4.517135281872260180e+02
3.185074426666910199e+02,4.517135281872149903e+02
3.188122465578459810e+02,4.514087186168969765e+02
3.191170504489999757e+02,4.511039090465790196e+02
3.197266535552399773e+02,4.511039090465679919e+02
3.203362566614799789e+02,4.511039090465570212e+02
3.206410458125749869e+02,4.507991147350280130e+02
3.209458349636699950e+02,4.504943204234990048e+02
3.215554387579330182e+02,4.504943204234879772e+02
3.221650425521950183e+02,4.504943204234770064e+02
3.224698457587030020e+02,4.501895108531589926e+02
3.227746489652109858e+02,4.498847012828409788e+02
3.233842406963240137e+02,4.498847012828300080e+02
3.239938324274380079e+02,4.498847012828189804e+02
3.242986356397800023e+02,4.495799069712899723e+02
3.246034388521219967e+02,4.492751126597610210e+02
3.252130546901950083e+02,4.492751126597499933e+02
3.258226705282659736e+02,4.492751126597390225e+02
3.261274668550510114e+02,4.489703183482109807e+02
3.264322631818359923e+02,4.486655240366819726e+02
3.270418591214449862e+02,4.486655240366699786e+02
3.276514550610530137e+02,4.486655240366590078e+02
3.279562589522079747e+02,4.483607144663409940e+02
3.282610628433620263e+02,4.480559048960229802e+02
3.288706538927469865e+02,4.480559048960120094e+02
3.294802449421320034e+02,4.480559048960009818e+02
3.297850461663400097e+02,4.477511105844719737e+02
3.300898473905480159e+02,4.474463162729439887e+02
3.306994511522930225e+02,4.474463162729330179e+02
3.313090549140370058e+02,4.474463162729219903e+02
3.316138460957490111e+02,4.471415219613920158e+02
3.319186372774599931e+02,4.468367276498639740e+02
3.325282410333700227e+02,4.468367276498530032e+02
3.331378447892810186e+02,4.468367276498419756e+02
3.334426480341400065e+02,4.465319180795240186e+02
3.337474512790000176e+02,4.462271085092060048e+02
3.343570429717619845e+02,4.462271085091949772e+02
3.349666346645240083e+02,4.462271085091840064e+02
3.352714407294200214e+02,4.459223141976539750e+02
3.355762467943150114e+02,4.456175198861259901e+02
3.361858571248649810e+02,4.456175198861150193e+02
3.367954674554150074e+02,4.456175198861039917e+02
3.371002624815359923e+02,4.453127103157859779e+02
3.374050575076569771e+02,4.450079007454680209e+02
3.380146574220750040e+02,4.450079007454569933e+02
3.386242573364929740e+02,4.450079007454460225e+02
3.389290565515680100e+02,4.447031064339170143e+02
3.392338557666420229e+02,4.443983121223880062e+02
3.398434494648649888e+02,4.443983121223769786e+02
3.404530431630869884e+02,4.443983121223660078e+02
3.407578470532139931e+02,4.440935178108369996e+02
3.410626509433420210e+02,4.437887234993079915e+02
3.416722466105139802e+02,4.437887234992970207e+02
3.422818422776870193e+02,4.437887234992859931e+02
3.425866368717599926e+02,4.434839139289679792e+02
3.428914314658339890e+02,4.431791043586500223e+02
3.435010392460999924e+02,4.431791043586389947e+02
3.441106470263659958e+02,4.431791043586280239e+02
3.444154456337939791e+02,4.428743100470990157e+02
3.447202442412220194e+02,4.425695157355700076e+02
3.453298358950399916e+02,4.425695157355589799e+02
3.459394275488580206e+02,4.425695157355480092e+02
3.462442434953809993e+02,4.422647214240190010e+02
3.465490594419050012e+02,4.419599271124899929e+02
3.471586672221710046e+02,4.419599271124790221e+02
3.477682750024370080e+02,4.419599271124679944e+02
3.480730574834170170e+02,4.416551175421499806e+02
3.483778399643970261e+02,4.413503079718329900e+02
3.489874477446629726e+02,4.413503079718220192e+02
3.495970555249289760e+02,4.413503079718100253e+02
3.499018594150559807e+02,4.410455136602810171e+02
3.502066633051829854e+02,4.407407193487529753e+02
3.508162537694739740e+02,4.407407193487420045e+02
3.514258442337650195e+02,4.407407193487309769e+02
3.517306440307199864e+02,4.404359097784130199e+02
3.520354438276759765e+02,4.401311002080950061e+02
3.526450448358959875e+02,4.401311002080839785e+02
3.532546458441159984e+02,4.401311002080730077e+02
3.535594391987939957e+02,4.398263058965439996e+02
3.538642325534710267e+02,4.395215115850149914e+02
3.544738362320849774e+02,4.395215115850040206e+02
3.550834399107000081e+02,4.395215115849929930e+02
3.553882370397150225e+02,4.392167172734639848e+02
3.556930341687299801e+02,4.389119229619349767e+02
3.563026487101089970e+02,4.389119229619240059e+02
3.569122632514869906e+02,4.389119229619129783e+02
3.572170577888629737e+02,4.386071133915950213e+02
3.575218523262390136e+02,4.383023038212770075e+02
3.581314601065050169e+02,4.383023038212659799e+02
3.587410678867699971e+02,4.383023038212550091e+02
3.590458597205019942e+02,4.379975095097260009e+02
3.593506515542339912e+02,4.376927151981969928e+02
3.599602541074380042e+02,4.376927151981860220e+02
3.605698566606429836e+02,4.376927151981749944e+02
3.608746564250799906e+02,4.373879208866459862e+02
3.611794561895169977e+02,4.370831265751169781e+02
3.617890519133870271e+02,4.370831265751060073e+02
3.623986476372580228e+02,4.370831265750949797e+02
3.627034463088029952e+02,4.367783170047770227e+02
3.630082449803489908e+02,4.364735074344590089e+02
3.636178419046129875e+02,4.364735074344479813e+02
3.642274388288760179e+02,4.364735074344370105e+02
3.645322373844409753e+02,4.361687131229080023e+02
3.648370359400050233e+02,4.358639188113789942e+02
3.654466437202710267e+02,4.358639188113680234e+02
3.660562515005369733e+02,4.358639188113569958e+02
3.663610393270129748e+02,4.355591092410389820e+02
3.666658271534899995e+02,4.352542996707210250e+02
3.672754416446550181e+02,4.352542996707099974e+02
3.678850561358210030e+02,4.352542996706990266e+02
3.681898600259480077e+02,4.349495053591700184e+02
3.684946639160750124e+02,4.346447110476410103e+02
3.691042598044750207e+02,4.346447110476299827e+02
3.697138556928749722e+02,4.346447110476190119e+02
3.700186500657209763e+02,4.343399167360900037e+02
3.703234444385680035e+02,4.340351224245620188e+02
3.709330522188340069e+02,4.340351224245500248e+02
3.715426599990989871e+02,4.340351224245400203e+02
3.718474587031629994e+02,4.337303128542220065e+02
3.721522574072270118e+02,4.334255032839030264e+02
3.727618489644090118e+02,4.334255032838930219e+02
3.733714405215919783e+02,4.334255032838819943e+02
3.736762444117189830e+02,4.331207089723520198e+02
3.739810483018470109e+02,4.328159146608239780e+02
3.745906494089670105e+02,4.328159146608130072e+02
3.752002505160870101e+02,4.328159146608019796e+02
3.755050396702130229e+02,4.325111203492730283e+02
3.758098288243380125e+02,4.322063260377440201e+02
3.764194366046040159e+02,4.322063260377329925e+02
3.770290443848700193e+02,4.322063260377220217e+02
3.773338603313940212e+02,4.319015164674040079e+02
3.776386762779169999e+02,4.315967068970859941e+02
3.782482668388429943e+02,4.315967068970750233e+02
3.788578573997689887e+02,4.315967068970639957e+02
3.791626571000890067e+02,4.312919125855349876e+02
3.794674568004090247e+02,4.309871182740059794e+02
3.800770579332279908e+02,4.309871182739950086e+02
3.806866590660470138e+02,4.309871182739839810e+02
3.809914523927610048e+02,4.306823239624549728e+02
3.812962457194760191e+02,4.303775296509260215e+02
3.819058493014550208e+02,4.303775296509149939e+02
3.825154528834329994e+02,4.303775296509040231e+02
3.828202501370470259e+02,4.300727200805860093e+02
3.831250473906599723e+02,4.297679105102679955e+02
3.837346497510450263e+02,4.297679105102570247e+02
3.843442521114290003e+02,4.297679105102459971e+02
3.846490466488049833e+02,4.294631161987169889e+02
3.849538411861800000e+02,4.291583218871879808e+02
3.856396448803340036e+02,4.291583218871759868e+02
3.863254485744420208e+02,4.291583218871630265e+02
3.870112522685730028e+02,4.291583218871509757e+02
3.876970559627039847e+02,4.291583218871389818e+02
3.881542625624800280e+02,4.287011227904509951e+02
3.886114691622560144e+02,4.282439236937630085e+02
3.893099687670319895e+02,4.282439236937499913e+02
3.900084683718200154e+02,4.282439236937379974e+02
3.907069679765389765e+02,4.282439236937249802e+02
3.914054675811909760e+02,4.282439236937120199e+02
3.921039671858189877e+02,4.282439236937000260e+02
3.928024667904679745e+02,4.282439236936870088e+02
3.935009663951580023e+02,4.282439236936750149e+02
3.941994659998840120e+02,4.282439236936619977e+02
3.948979656046309969e+02,4.282439236936489806e+02
3.955964652093790050e+02,4.282439236936369866e+02
3.962949648141139960e+02,4.282439236936240263e+02
3.969934644188319908e+02,4.282439236936119755e+02
3.976919640235370252e+02,4.282439236935990152e+02
3.983904636282350111e+02,4.282439236935859981e+02
3.990889632329340202e+02,4.282439236935740041e+02
3.997874628376379746e+02,4.282439236935609870e+02
4.004859624423489777e+02,4.282439236935489930e+02
4.011844620470649829e+02,4.282439236935359759e+02
4.018829616517820114e+02,4.282439236935230156e+02
4.025814612564989829e+02,4.282439236935110216e+02
4.032799608612129987e+02,4.282439236934980045e+02
4.039784604659250249e+02,4.282439236934860105e+02
4.046769600706360279e+02,4.282439236934729934e+02
4.053754596753460078e+02,4.282439236934599762e+02
4.060739592800559876e+02,4.282439236934479823e+02
4.067724588847669906e+02,4.282439236934350220e+02
4.074709584894790169e+02,4.282439236934230280e+02
4.081694580941920094e+02,4.282439236934100109e+02
4.088679576989050020e+02,4.282439236933969937e+02
4.095664573036179945e+02,4.282439236933849998e+02
4.102649569083300207e+02,4.282439236933719826e+02
4.109634565130419901e+02,4.282439236933599886e+02
4.116619561177529931e+02,4.282439236933470283e+02
4.123604557224650193e+02,4.282439236933340112e+02
4.130589553271769887e+02,4.282439236933220172e+02
4.137574549318890149e+02,4.282439236933090001e+02
4.144559545366009843e+02,4.282439236932970061e+02
4.151544541413130105e+02,4.282439236932839890e+02
4.158529537460249799e+02,4.282439236932709719e+02
4.165514533507370061e+02,4.282439236932589779e+02
4.172499529554489754e+02,4.282439236932460176e+02
4.179484525601610017e+02,4.282439236932340236e+02
4.186469521648730279e+02,4.282439236932210065e+02
4.193454517695849972e+02,4.282439236932079893e+02
4.200439513742970234e+02,4.282439236931959954e+02
4.207424509790089928e+02,4.282439236931829782e+02
4.214409505837210190e+02,4.282439236931709843e+02
4.221394501884340116e+02,4.282439236931580240e+02
4.227490472641370047e+02,4.285487180046729918e+02
4.233586443398290271e+02,4.288535123161830143e+02
4.239682414155270180e+02,4.291583066276950262e+02
4.245778384912250090e+02,4.294631009392080045e+02
4.252815825288680003e+02,4.294631009391949874e+02
4.259853265665070126e+02,4.294631009391820271e+02
5.653266460205600197e+02,4.294631009366680132e+02
5.653266460205600197e+02,4.712160299999999893e+02
1.329270270452090017e+02,4.712160299999999893e+02
